word,machine,human,label,emotion_intensity_score
poverty,osi,òsì,anger,0.312
furious,ibinu,inú fùfù,anger,0.929
bestdayever,ti o dara julọ,tí ò dára jù lọ,joy,0.938
hemat,hemat,ẹ̀jẹ̀,trust,0.297
burke,burke,ìpànìyàn,fear,0.359
stagger,ìkọlù,ìkọlù,surprise,0.578
elegance,didara,ọ̀ṣọ́,trust,0.492
coldsweat,òtútù,òtútù,fear,0.438
infliction,ipalara,ìpalára,fear,0.578
raid,igbogun ti,ìgbógun tì,surprise,0.773
alive,laaye,alààyè,trust,0.5
hardened,àiya,mímú le,fear,0.391
candid,lododo,lódodo,trust,0.531
ghastly,ibanuje,ìbànújẹ́,fear,0.836
bountiful,lọpọlọpọ,lọ́pọ̀lọpọ̀,anticipation,0.547
howl,hu,hù,anger,0.394
profound,ijinle,jinlẹ̀,trust,0.625
fasting,ãwẹ,àwẹ̀,sadness,0.22
angriest,ibinu,ìbínú,anger,0.864
conveyancing,gbigbe,ìgbéǹkan,trust,0.438
dontlikeyou,maṣe fẹran rẹ,máṣe fẹ́ràn rẹ,anger,0.712
dependence,gbára,gbára lé,fear,0.234
exceed,kọja,kọjá,joy,0.348
episcopal,episcopal,ìjọ-àlùfáà,trust,0.477
wizard,oṣó,oṣó,anticipation,0.406
intended,ti pinnu,ti pinnu,trust,0.469
revenge,igbẹsan,ìgbẹ̀san,surprise,0.57
prowl,prowl,ìdọdẹ,surprise,0.469
satisfying,itelorun,ìtẹ́lọ́rùn,joy,0.703
revival,isoji,ìsọjí,trust,0.578
simmer,simmer,ìbínú,anger,0.469
yeahhhh,Bẹẹni,bẹ́ẹ̀ni,joy,0.803
certified,ifọwọsi,gbàwé-ẹ̀rí,trust,0.695
stained,abariwon,àbààwọ́n,sadness,0.344
infidelity,aigbagbọ,àìgbàgbọ́,fear,0.469
unattainable,ti ko le de ọdọ,tí kò le dé ọ̀dọ̀,anger,0.221
barks,gbó,gbó,anger,0.364
probability,iṣeeṣe,Ìṣeéṣe,anticipation,0.547
backwards,arinsehin,àrìnsẹ́yìn,disgust,0.297
crocodile,ooni,ọ̀nì,fear,0.7
stubbed,abori,aborí,anger,0.455
broken,fifọ,fífọ́,fear,0.531
atrophy,atrophy,dínkù,fear,0.438
misstatement,aiṣedeede,ọrọ àíṣedéédé,disgust,0.234
manual,Afowoyi,aláfọwọ́yí,trust,0.367
debenture,debenture,Ìwé àdéhùn,anticipation,0.406
midwife,agbẹbi,agbẹ̀bí,trust,0.555
asymmetry,asymmetry,àìlódiwọ̀n,disgust,0.133
xmas,xmas,Kérésìmesì,joy,0.719
gape,gape,la ẹnu,surprise,0.633
displaced,nipo,nípò,sadness,0.691
oppressor,aninilara,aninilára,sadness,0.703
bias,irẹjẹ,ìrẹ́jẹ,anger,0.345
bugle,bugle,jígbé,anticipation,0.312
counsellor,Oludamoran,olùdámọ́ràn,trust,0.57
paean,paean,ìgbóríyìn,trust,0.391
fiend,fiend,ọ̀tá,disgust,0.578
soscary,soscary,mú ìbẹ̀rù púpọ̀ dání,fear,0.712
immoral,alaimo,aláìmọ̀,sadness,0.578
insane,were,wèrè,anger,0.621
recreational,ìdárayá,ìdárayá,anticipation,0.547
stayaway,stayaway,Sá fún,anger,0.485
disappointment,oriyin,ìjákulẹ̀,disgust,0.297
incase,bi o ba ṣẹlẹ pe,bí ó bá ṣẹlẹ̀ pé,sadness,0.297
malevolent,aṣebiakọ,aṣebíakọ,sadness,0.672
clumsy,alaigbọran,aláìlétò,disgust,0.133
dwarfed,arara,aràrá,sadness,0.391
heartfelt,tọkàntọkàn,tọkàntọkàn,sadness,0.188
cremation,sisun oku,sísun òkú,sadness,0.621
agh,agh,igbe,anger,0.281
deceit,ẹtan,ẹ̀tàn,disgust,0.617
campaigning,ipolongo,ìpolongo,fear,0.125
console,afaworanhan,afàwòránhàn,sadness,0.531
cried,sunkún,sunkún,sadness,0.719
aching,irora,ìrora,sadness,0.544
thankyougod,thankyougod,o ṣé Ọlọ́run,joy,0.824
ferment,ferment,kan,anticipation,0.438
mildew,imuwodu,ewú,disgust,0.633
wonderfully,iyalẹnu,pẹ̀lú ìyánu,surprise,0.344
anarchist,anarchist,adárúdurùdusílẹ̀,anger,0.765
recline,jókòó,fẹ̀yìntì,trust,0.391
violently,agbara,agbára,anger,0.938
translation,itumọ,ìtumọ̀,trust,0.391
godbless,ibukun Ọlọrun,ìbùkún Ọlọ́run,joy,0.616
trepidation,iberu,Ìbẹ̀rù,anticipation,0.719
disrespectful,alaibọwọ,aláìbọ̀wọ̀,disgust,0.484
lamenting,ẹkún,ẹkún,sadness,0.656
intimate,timotimo,ìfaramọ́,trust,0.634
proviso,proviso,àdéhùn,trust,0.344
latent,wiwaba,àìrídìmú,surprise,0.156
sepsis,sepsis,sẹ́púsíìsì,fear,0.594
laughing,nrerin,n rẹ́rìn-ín,joy,0.864
rhythmical,ariwo,ariwo,joy,0.394
friggen,friggen,fìbínú hàn,anger,0.575
arsenic,arsenic,àsẹ́níkì,sadness,0.484
generous,oninurere,onínúure,trust,0.594
resources,awọn orisun,ohun èlò,trust,0.43
convict,ẹlẹṣẹ,ẹlẹ́ṣẹ̀,sadness,0.469
stressin,wahala,wàhálà,fear,0.422
unrest,rogbodiyan,rògbòdìyàn,fear,0.391
worried,aibalẹ,àìbalẹ̀,fear,0.466
invocation,epe,ògèdè,trust,0.547
surprise,iyalẹnu,ìyàlẹ́nu,fear,0.172
greatnight,oru nla,òru ńlá,joy,0.734
yelp,yelp,ariwo ńlá,fear,0.281
bouttime,akoko ija,àkókò ìjà,joy,0.212
brat,brat,òmùgọ̀,anger,0.351
vacation,isinmi,ìsinmi,joy,0.547
ranger,oluṣọ,olùṣọ́,trust,0.484
disruption,idalọwọduro,Ìdálọ́wọ́dúró,anger,0.469
coma,coma,ipò àìlẹ́mìnín,sadness,0.5
horrid,horrid,ìbànújẹ́,sadness,0.734
annihilated,parun,parun,sadness,0.828
standstill,iduro,ìdúró,fear,0.25
punched,lù,lù,anger,0.803
friend,ore,ọ̀rẹ́,trust,0.75
bigday,ojo nla,òjò ńlá,fear,0.109
bombardment,bombu,kíkọlù,anger,0.606
battered,lù,lù,sadness,0.734
degrading,abuku,àbùkù,disgust,0.625
kiss,fẹnuko,Fẹnukò,anticipation,0.711
harmoniously,ni ibamu,ní ìṣọ̀kan,trust,0.672
odious,ẹlẹgbin,ẹlẹ́gbin,fear,0.5
clamor,ariwo,ariwo,anticipation,0.578
captive,igbekun,ìgbèkùn,sadness,0.576
proven,Fihan,fi hàn,trust,0.742
calm,tunu,fara balẹ̀,joy,0.394
unhealthy,alailera,àìlera,disgust,0.367
ballot,iwe idibo,ìwé-ìdìbò,trust,0.531
food,ounje,oúnjẹ,joy,0.258
lavatory,ile igbọnsẹ,ilé ìgbọ̀nsẹ̀,disgust,0.586
love,ife,ìfẹ́,joy,0.828
infant,ìkókó,ìkókó,joy,0.309
remorse,banuje,banújẹ́,sadness,0.594
morals,iwa,ìwà,anticipation,0.266
stargazing,ìràwọ̀,ìràwọ̀,joy,0.625
peaceful,alaafia,àláfíà,anticipation,0.422
humbled,onirẹlẹ,onírẹ̀lẹ̀,sadness,0.273
less,Ti o kere,tí ò kéré,fear,0.167
weight,àdánù,àdánù,anticipation,0.258
cheer,idunnu,ìwúrí,surprise,0.539
invite,pe,pè,surprise,0.266
procession,ilana,ìlànà,sadness,0.152
sickening,aisan,àìsàn,fear,0.625
widow,opó,opó,sadness,0.697
indignation,ibinu,ìbínú,disgust,0.453
heroism,akọni,akọni,joy,0.576
alone,nikan,nìkan,sadness,0.6
shutit,tiipa,tì í pa,anger,0.578
overtired,ti wọṣọ,ti wọṣọ,fear,0.218
retard,idaduro,ìdádúró,disgust,0.578
confess,jẹwọ,jẹ́wọ́,sadness,0.303
invade,gbogun,gbógun,surprise,0.773
defy,ẹgan,ẹ̀gàn,surprise,0.602
punished,jiya,jìyà,disgust,0.391
squall,alaigbọran,aláìgbọràn,sadness,0.328
thumping,lilu,lílù,fear,0.422
disaster,ajalu,àjálù,surprise,0.812
compliment,iyin,ìyìn,anticipation,0.453
comfy,itura,ìtura,joy,0.551
divorce,ikọsilẹ,ìkọraẹnisílẹ̀,trust,0.133
grace,oore,oore,joy,0.576
cursed,eegun,èègún,anger,0.574
ravenous,ravenous,ẹbí tó lágbára,fear,0.484
vanished,parun,parẹ́,fear,0.562
deepest,jinle,jinú jù,trust,0.633
authentic,ojulowo,ojúlówó,trust,0.75
unanticipated,airotẹlẹ,àìròtẹ́lẹ̀,surprise,0.719
unquestionable,unquestionable,ká bi ọ́ ò sí,trust,0.602
bless,bukun,bùkún,anticipation,0.492
frustrate,ibanuje,bàjẹ́,anger,0.604
manure,maalu,Ìgbẹ màálù,disgust,0.82
fuming,fuming,ìrunú,anger,0.812
fall,ṣubu,ṣubú,sadness,0.418
neurotic,neurotic,àìbàlẹ̀ ọkàn,disgust,0.531
ribbon,tẹẹrẹ,Tẹ́ẹ́rẹ́,anticipation,0.328
expel,le jade,lé jáde,fear,0.438
cruel,ìka,ìkà,anger,0.758
smack,lù,lù,anger,0.615
battalion,ẹgbẹ́ ọmọ ogun,ẹgbẹ́ ọmọ ogun,anger,0.471
supporting,atilẹyin,ìṣàtìlẹyìn,trust,0.664
sentence,gbolohun,gbólóhùn,anger,0.203
wonderfully,iyalẹnu,ìyàlẹ́nu,joy,0.844
exasperation,ibinu,ìbínú,disgust,0.328
positive,rere,rere,joy,0.761
fear,iberu,ẹ̀rù,anger,0.5
scrapie,scrapie,àìsàn,fear,0.469
volatility,iyipada,ìyípadà,fear,0.578
reversal,ifaseyin,ìfàsẹ́yìn,surprise,0.469
restless,isimi,ìsinmi,fear,0.204
turbulence,rudurudu,rúdurùdu,anger,0.483
prepared,gbaradi,gbaradì,trust,0.703
obliterate,parun,parun,fear,0.766
companion,ẹlẹgbẹ,ẹlẹ́gbẹ́,joy,0.406
disfigured,alaabo,Alábọ̀,disgust,0.719
soreness,ọgbẹ,ọgbẹ́,disgust,0.297
warned,kilo,kìlọ̀,fear,0.359
weakly,alailagbara,aláìlágbára,sadness,0.544
animosity,ikorira,ìkórìíra,disgust,0.484
wireless,alailowaya,aláìlowáyà,surprise,0.148
celebration,ajoyo,àjọyọ̀,anticipation,0.656
foe,ọta,ọ̀tá,anger,0.441
thoughtful,laniiyan,àròjinlẹ̀,trust,0.617
roadster,oju opopona,Ojú òpópónà,joy,0.125
thirst,oungbe,Òùngbẹ,anticipation,0.578
perdition,ègbé,ègbé,fear,0.577
voluptuous,atinuwa,àtinúwá,joy,0.344
sweets,lete,léte,joy,0.562
bitch,bishi,ọkùnrin arẹwà,sadness,0.406
coincidence,lasan,kòngẹ́,surprise,0.461
contempt,ẹgan,ẹ̀gàn,disgust,0.484
landslide,ibalẹ ilẹ,àlà ilẹ̀,fear,0.625
fricking,ikọlu,ìkọlù,anger,0.485
slam,slam,fi agbára tì,anger,0.803
calming,tunu,fara balẹ̀,joy,0.47
restorative,atunse,afúnilókun,trust,0.555
theocratic,ti ijọba,ti ìjọba,sadness,0.125
wholesome,ni ilera,ìlera,trust,0.742
exasperation,ibinu,ìbínú,anger,0.424
lawsuit,ẹjọ,ẹjọ́,anger,0.386
precedence,iṣaaju,ìṣáájú,trust,0.555
nestle,itẹ -ẹiyẹ,ìtẹ-ẹyẹ̀,trust,0.367
sarcoma,sarcoma,mùdùnmúdùn,sadness,0.797
nutritious,ounjẹ,oúnjẹ,sadness,0.015
pastor,aguntan,olùṣọ́ àgètàn,trust,0.477
wilderness,aginjù,aginjù,anticipation,0.508
pernicious,pernicious,léwu,anger,0.576
journalism,iwe iroyin,iṣẹ́ akọ̀ròyìn,trust,0.398
revolt,ṣọtẹ,ṣọ̀tẹ̀,anger,0.734
matron,matron,onítọ̀jú ilé-ẹ̀kọ́,trust,0.57
delusional,itanjẹ,ìtànjẹ́,fear,0.25
gluttony,àjẹkì,àjẹkì,disgust,0.625
strengthening,okun,ìfún lágbára,trust,0.661
instinctive,imotuntun,ìmọ̀ tuntun,fear,0.234
suffering,ijiya,ìjìyà,fear,0.812
simmer,simmer,gbégbóná,anticipation,0.398
ancestral,baba -nla,baba-ńlá,trust,0.547
schizophrenia,schizophrenia,àrùn ọpọlọ,disgust,0.508
consul,consul,aṣojú,trust,0.477
depreciation,isọdọmọ,ìsọdọmọ,fear,0.359
segregate,lọtọ,lọ́tọ̀,disgust,0.555
lean,tẹẹrẹ,tẹ́ẹ́rẹ́,trust,0.383
measles,akàn,ìgbóná,disgust,0.696
relieved,tu,tú,joy,0.647
ohno,ohno,ìyàlẹ́nu,fear,0.484
witch,ajẹ,àjẹ́,fear,0.565
soblessed,soblessed,bùkún,joy,0.706
soannoyed,soannoyed,bínú gan an,anger,0.588
dance,ijó,ijó,trust,0.359
insomniac,insomniac,àìlesùn,fear,0.234
present,wa,wá,joy,0.441
mag,magi,ìwe-ìròyìn,trust,0.234
resign,fi ipo silẹ,fi ipò sílẹ̀,anger,0.227
info,alaye,àlàyé,trust,0.5
accept,gba,gbà,trust,0.664
weight,àdánù,àdánù,disgust,0.219
traitor,ẹlẹtan,ẹlẹ́tàn,fear,0.656
complaint,ẹdun ọkan,ẹ̀dùn ọkàn,anger,0.485
flee,sá,sá,fear,0.594
pedigree,iran,ìran,trust,0.57
depressive,ibanujẹ,Ìbànújẹ́,sadness,0.75
divorce,ikọsilẹ,ìkọ̀sílẹ̀,fear,0.484
nasty,ẹgbin,ẹgbin,fear,0.466
bridegroom,oko iyawo,ọkọ ìyàwó,anticipation,0.656
tumult,ariwo,ariwo,fear,0.656
coerce,fi agbara mu,fi agbára mú,disgust,0.367
hilarious,panilerin,panilẹ́rìn,surprise,0.461
ill,aisan,àìsàn,anger,0.333
condemnation,ìdálẹ́bi,ìdálẹ́bi,anger,0.672
expel,le jade,lé jáde,anger,0.656
mlk,mlk,wàrà,trust,0.438
impeach,impeach,yọ,fear,0.354
endless,ailopin,àìlópin,joy,0.303
harmoniously,ni ibamu,ní ìbámu,joy,0.641
effigy,aṣepari,Àṣeparí,anger,0.439
witch,ajẹ,àjẹ́,disgust,0.43
suicide,igbẹmi ara ẹni,ìgbẹ̀mí ara ẹni,fear,0.879
mistakes,awọn aṣiṣe,àwọn àṣíṣe,trust,0.133
depravity,iwa ibajẹ,Ìwà ìbàjẹ́,disgust,0.797
morning,owurọ,òwúrọ̀,joy,0.25
spur,ru,ru,fear,0.262
unfulfilled,ti ko ṣẹ,tí kò ṣẹ,sadness,0.547
sore,egbo,egbò,sadness,0.516
guidance,itoni,ìtọ́nisọ́nà,trust,0.688
attenuation,idinku,ìdínkù,sadness,0.344
paragon,paragon,àpẹrẹ,anticipation,0.352
destiny,ayanmọ,àyànmọ́,joy,0.484
jihad,jihad,ogun mímọ́ àwọn Mùsùlùmí,fear,0.766
scoundrel,ẹlẹgbin,ẹlẹ́gbìn,anger,0.682
chicane,chicane,ẹ̀tàn,trust,0.289
countenance,oju,ìrísí-ojú,trust,0.523
jubilant,jubilant,Inú dùn,joy,0.969
requiem,ibeere,ìbéèrè,sadness,0.531
sordid,alakikanju,alákíkanjú,sadness,0.578
weeds,igbo,igbó,sadness,0.156
sux,sux,múnúbí,anger,0.456
struggles,ìjàkadì,ìdojúkọ,trust,0.328
awful,buruju,burú jù,disgust,0.562
suffering,ijiya,ìjìyà,disgust,0.625
uplift,gbe soke,gbé sókè,joy,0.723
child,ọmọ,ọmọ,anticipation,0.523
derogatory,ẹlẹgàn,ẹlẹ́gàn,fear,0.453
spear,ọkọ,ọ̀kọ̀,anger,0.5
mocking,ṣe ẹlẹyà,ṣe ẹlẹ́yà,sadness,0.363
rabid,rabid,ìgbónára,disgust,0.688
frantic,alaigbọran,aláìgbọràn,surprise,0.734
concealment,ifipamo,ìfipamọ́,fear,0.391
batter,batter,bàjẹ́,anger,0.636
visor,visor,àbò,anticipation,0.289
celebrate,ayeye,ayẹyẹ,joy,0.844
setback,ifaseyin,ìfàsẹ́yìn,sadness,0.297
sanctify,sọ di mímọ̀,Sọ di mímọ́,anticipation,0.391
devilish,esu,èṣù,disgust,0.625
objective,ohun to wa,ohun tó wà,anticipation,0.391
confinement,atimọle,Àtìmọ́lé,anger,0.531
interrupting,kikọlu,kíkọlù,anger,0.358
crippled,arọ,arọ,sadness,0.836
encumbrance,ailagbara,àìlágbára,fear,0.328
roadtrip,oju opopona,Ojú òpópónà,joy,0.344
overpowering,alagbara,alágbára,anger,0.591
euphoria,euphoria,ipò ìdùnnú,joy,0.922
polio,roparose,rọpárọsẹ̀,fear,0.562
evict,jade kuro,jáde kúrò,sadness,0.5
victimized,olufaragba,olùfaragbà,fear,0.734
incase,bi o ba ṣẹlẹ pe,bí ó bá ṣẹlẹ̀ pé,fear,0.109
medical,egbogi,egbòogi,fear,0.297
goodlife,igbesi aye rere,ìgbésí ayé rere,joy,0.703
confined,ni ihamọ,ní ìhámọ́,disgust,0.32
bloom,gbin,rúwé,anticipation,0.617
pained,irora,ìrora,fear,0.578
aksesoris,aksesoris,ohun-ìṣọ̀ṣọ́,trust,0.32
vibes,gbigbọn,gbígbọ̀n,joy,0.379
slur,slur,yọ́ gíní,anger,0.596
attendant,iranṣẹ,onítọ̀jú,trust,0.461
weeping,ekun,ẹkún,sadness,0.896
targeting,ìfọkànsí,ìfọkànsí,fear,0.438
disreputable,disreputable,aìníyì,anger,0.368
continue,tesiwaju,tẹ̀síwájú,anticipation,0.414
tiredofit,bani o,ṣú ni,anger,0.603
puma,puma,kìnnìún orí òkè,fear,0.465
sweetest,adun julo,adùn jù lọ,joy,0.703
taunt,ṣáátá,ṣáátá,sadness,0.359
grumble,kùn,kùn,disgust,0.336
approval,alakosile,ìfọwọ́sí,trust,0.758
intrigue,intrigue,wuni,anticipation,0.648
bum,bum,ìdí,disgust,0.422
scarcity,aito,àìtó,sadness,0.453
foreboding,foreboding,fífunra,anticipation,0.617
chuckle,ẹrin,rẹ́rìn músẹ́,surprise,0.258
expire,pari,parí,sadness,0.562
chaos,Idarudapọ,Ìdàrúdàpọ̀,anger,0.515
ransom,ìràpadà,ìràpadà,fear,0.644
ohshit,Unh oro igbe,àìmọ́gbọ́ndání,fear,0.766
illegal,arufin,arúfin,fear,0.5
satanic,sataniki,ti èṣù,anger,0.828
congrats,oriire,oríire,joy,0.773
disintegrate,tuka,túká,fear,0.609
dawn,owurọ,àfẹ̀mọ́jú,surprise,0.211
quote,agbasọ,àyọsọ,surprise,0.141
deserve,yẹ,yẹ,anticipation,0.602
shot,ìbọn,yìn,fear,0.734
patient,alaisan,aláìsàn,joy,0.186
bounce,agbesoke,ta bón,trust,0.344
daymade,ti ọjọ,ti ọjọ́,joy,0.514
suffocation,imukuro,ìpànìyàn,fear,0.875
congratulatory,oriire,oríire,joy,0.719
sad,ibanuje,ìbànújẹ́,sadness,0.844
powerless,lapa,láìlágbára,anger,0.203
begun,Bere,Bẹ̀rẹ̀,anticipation,0.516
happy,dun,dùn,joy,0.788
deprivation,alaini,aláìní,disgust,0.602
distrust,igbekele,àìlègbọ́kànlé,disgust,0.336
slur,slur,àbùkù,sadness,0.266
enchant,enchant,sà,anticipation,0.562
enigmatic,enigmatic,àràmàdà,fear,0.329
agony,irora,ìrora,sadness,0.9
fitness,amọdaju,àmọ̀dájú,joy,0.312
deformity,idibajẹ,ìdibàjẹ́,fear,0.547
enforce,fi agbara mu,fi agbára mú,anger,0.424
soulless,alaini -ẹmi,aláìlẹ́mìnín,disgust,0.68
sudden,lojiji,lójijì,surprise,0.727
fun,fun,eré,anticipation,0.562
locust,eṣú,àjàkálẹ̀ àrùn,fear,0.375
attentive,fetísílẹ,fetísílẹ̀,trust,0.617
lace,lesi,léèsì,sadness,0.118
neurotic,neurotic,àìbàlẹ̀ ọkàn,fear,0.703
inspired,imisi,fún nímisí,surprise,0.406
slum,igboro,ìgboro,disgust,0.758
unhealthy,alailera,àìlera,fear,0.469
disembodied,disembodied,tí ṣubú,sadness,0.66
conjure,conjure,sàsí,anticipation,0.484
planning,igbogun,ìfètòsí,trust,0.617
disagreeing,àríyànjiyàn,àríyànjiyàn,anger,0.453
defy,ẹgan,ẹ̀gàn,sadness,0.312
rekindle,rekindle,sọjí,fear,0.234
clouded,awọsanma,àwọ̀sánmọ̀,sadness,0.312
martyrdom,ajẹ́rìíkú,ajẹ́rìíkú,sadness,0.594
adder,paramọlẹ,paramọ́lẹ̀,disgust,0.383
unequivocal,alaigbagbọ,ìfẹnukò,trust,0.57
snort,kigbe,kígbe,sadness,0.154
hostilities,igbogunti,ìgbóguntì,fear,0.586
art,aworan,àwòrán,joy,0.234
encomiastic,encomiastic,ìgbóríyìn,trust,0.383
accolade,iyin,ìyìn,joy,0.586
cyclone,ìjì líle,ìjì líle,fear,0.688
medal,medal,àmì-ẹ̀yẹ,surprise,0.289
strengthen,teramo,fún lágbára,trust,0.594
rupture,rupture,fọ́,fear,0.706
receiving,gba,gba,joy,0.287
dishonesty,alaisododo,àìṣòdodo,disgust,0.414
clap,pàtẹ́wọ́,pàtẹ́wọ́,joy,0.25
worry,dààmú,dàmú,anticipation,0.492
noisy,alariwo,aláriwo,anger,0.25
zest,zest,agbára,trust,0.289
executor,alaṣẹṣẹ,agbaṣẹ́ṣe,trust,0.406
mortuary,ile igboku,ilé ìgbókùú,sadness,0.797
hurry,yara,yára,anticipation,0.695
mortality,iku,ikú,fear,0.797
abominable,irira,èèwọ̀,fear,0.738
slaughtering,pipa,pípa,fear,0.875
pensive,pensive,àròjinlẹ̀,sadness,0.438
protector,alaabo,aláàbò,trust,0.68
inappropriate,aibojumu,àìbójúmú,disgust,0.312
visionary,iranran,oníran,trust,0.594
monk,monk,olùjọ́sìn,trust,0.586
hilarity,hilarity,ìyà lẹ́nu,joy,0.606
absolution,idariji,ìdáríjì,joy,0.306
frowning,frowning,ìfúnjúpọ̀,sadness,0.5
denying,kiko,sísẹ́,trust,0.281
achievement,aseyori,àṣeyọrí,joy,0.712
unrest,rogbodiyan,rògbòdìyàn,sadness,0.351
callous,alaigbọran,aláìbìkítà,disgust,0.43
plea,ẹbẹ,ẹ̀bẹ̀,fear,0.377
sinner,elese,ẹlẹ́ṣẹ̀,sadness,0.609
sequestration,tito nkan lẹsẹsẹ,títo nǹkan lẹ́sẹẹsẹ,sadness,0.516
menacing,idẹruba,Ìdẹ́rùbà,anger,0.735
opponent,alatako,alátakò,anger,0.328
diamond,okuta iyebiye,òkúta iyebíye,joy,0.5
complement,iranlowo,ṣèrànwọ́,trust,0.57
impossible,soro,ṣòro,sadness,0.5
abrupt,lojiji,lójijì,surprise,0.703
fete,fete,Náwólé,anticipation,0.469
benefactor,oloore,olóore,trust,0.641
testimony,ẹrí,ìjẹ́rìí,trust,0.586
beating,lilu,lílù,anger,0.849
sonar,sonar,ìtàná,anticipation,0.367
navigator,kiri,ìkiri,anticipation,0.375
anarchism,anarchism,àìgbàgbọ́ nínú ìjọba àti ètò,fear,0.688
nasty,ẹgbin,ẹ̀gbin,sadness,0.484
decomposition,jijera,jijera,fear,0.469
fervor,itara,ìtara,joy,0.295
decry,kọ,Kọ,anger,0.548
childhood,igba ewe,ìgbà èwe,joy,0.394
everlasting,ayeraye,ayérayé,trust,0.57
wince,waini,èṣù,fear,0.438
fulfillment,imuse,ìmúṣẹ,joy,0.728
nullify,sọ di asan,wọ́gilé,surprise,0.203
talons,talons,àwọn ápọn,anger,0.297
victory,iṣẹgun,Ìṣẹ́gun,anticipation,0.656
attorney,agbẹjọro,agbẹjọ́rò,trust,0.352
consecration,ìyàsímímọ́,ìyàsímímọ́,joy,0.235
vow,ẹjẹ,ẹ̀jẹ́,anticipation,0.484
healing,iwosan,ìwòsàn,sadness,0.234
struggle,ìjàkadì,ìjàkadì,sadness,0.379
overthemoon,lori oṣupa,Lórí òṣùpá,joy,0.875
calf,ọmọ malu,ọmọ màálù,joy,0.04
mournful,ṣọfọ,ṣọ̀fọ̀,anger,0.188
princely,ọmọ -alade,ọmọ-aládé,joy,0.515
glide,rọra,rọra,anticipation,0.477
wimpy,wimpy,àìnígboyà,disgust,0.367
loathful,irira,ìríra,disgust,0.672
lovely,ẹlẹwà,rẹwà,surprise,0.18
sectarian,egbe,ẹgbẹ́,fear,0.359
fearless,laifoya,láìfòyà,fear,0.2
mortification,imudaniloju,ìmúdánilójú,sadness,0.802
discriminate,iyasoto,Ìyàsọ́tọ̀,anger,0.576
diabolical,diabolical,ayíwọ́padà,fear,0.703
countdown,kika,kíkà,fear,0.156
flounder,ṣiṣan,ṣíṣàn,fear,0.297
puncture,puncture,lu,anger,0.594
commemoration,iranti,ìrántí,joy,0.479
robber,adigunjale,adigunjalè,fear,0.516
notoriety,ogbontarigi,ògbóǹtarìgì,fear,0.109
deformity,idibajẹ,ìdíbàjẹ́,sadness,0.703
smiles,rẹrin musẹ,rẹ́rìn-ín músẹ́,joy,0.766
prefer,fẹ,fẹ́,trust,0.469
appreciates,mọrírì,mọrírì,joy,0.703
loo,loo,ariwo ìtanijí,disgust,0.562
newbeginnings,awọn ibẹrẹ tuntun,àwọn ìbẹ̀rẹ̀ tuntun,joy,0.693
loath,ikorira,Ìkórìra,anger,0.781
rhythm,ilu,ìlù,joy,0.338
unconditional,aisedeede,aláìlótèé,trust,0.602
rave,rave,ijó,trust,0.352
aspiration,ifẹkufẹ,ìfẹ́kúfẹ̀,trust,0.633
noxious,aibanujẹ,Aìbanújẹ́,disgust,0.703
invader,ayabo,agbàkóso,fear,0.766
afflict,pọnju,pọ́njú,fear,0.562
production,gbóògì,gbóògì,anticipation,0.469
cheery,idunnu,ìdùnnú,joy,0.727
weight,àdánù,àdánù,sadness,0.141
ambush,ibùba,ibùba,surprise,0.883
boomerang,boomerang,yíwọ́,anticipation,0.602
arghh,arghh,kégbe aaaa,anger,0.562
mutilated,ti bajẹ,ti bàjẹ́,disgust,0.789
malfeasance,aiṣedeede,àìṣedéédé,disgust,0.641
flagrant,asia,kòrókòró,anger,0.455
forced,fi agbara mu,fi agbára mú,fear,0.569
therapist,oniwosan,oníwòsàn,fear,0.312
murder,ipaniyan,ìpànìyàn,sadness,0.828
denunciation,ìdálẹ́bi,ìdálẹ́bi,disgust,0.422
grit,grit,òkúta,trust,0.43
perverted,arekereke,àrékérekè,disgust,0.828
revive,sọji,Sọjí,anticipation,0.523
believing,onigbagbo,inígbàgbọ́,trust,0.727
sentence,gbolohun,gbólóhùn,anticipation,0.273
hideous,itiju,ìtìjú,fear,0.641
penetration,ilaluja,àjáwọ̀,fear,0.531
penalty,ifiyaje,ìfìyàjẹ,fear,0.453
launches,awọn ifilọlẹ,àwọn ìfilọ́lẹ̀,fear,0.344
disconnect,ge asopọ,gé àsopọ̀,sadness,0.359
injurious,ipalara,ìpalára,fear,0.641
prospective,ifojusọna,Ìfojúsọ́nà,anticipation,0.703
collapse,subu,ṣubú,disgust,0.422
horrible,oburewa,ìbẹ̀rù,disgust,0.656
enthusiasm,itara,ìtara,anticipation,0.711
precarious,precarious,aìríbẹ̀ẹ̀,anticipation,0.578
slut,ọlẹ,ọ̀lẹ,anger,0.578
betrayal,Júdà,júdà,anger,0.561
unforgiving,alaforiji,aláforíjì,sadness,0.612
sostressed,sostressed,ti rẹ̀,fear,0.578
forcibly,fi agbara mu,fi agbára mú,fear,0.7
balm,balm,òróró ìtura,joy,0.152
omnipotence,alagbara,alágbára,fear,0.406
discontent,ainitẹlọrun,àìnítẹ̀ẹ́lọ́rùn,fear,0.234
confirmed,timo,fẹsẹ̀ múlẹ̀,trust,0.68
dolphin,ẹja,Ẹja dọfín,surprise,0.117
honest,ooto,Òótọ́,disgust,0.055
precious,iyebiye,iyebíye,surprise,0.195
